series,horizon,median,pi80_lo,pi80_hi,pi90_lo,pi90_hi
guitars,60,8.081172215337286,6.864792754849214,9.514161124871531,6.444029658346814,10.099657089450233
guitars,61,8.088387695026015,6.846965224336449,9.53315198215598,6.389070479291864,10.188631792580113
guitars,62,8.08203028338334,6.798209036228049,9.548987764814214,6.368757243678436,10.229439908744135
guitars,63,8.091258936656924,6.792062982298954,9.589288491927842,6.325450980921159,10.28347401625368
guitars,64,8.087596512430629,6.77208846933488,9.62456456488382,6.293062026751288,10.365684127700266
guitars,65,8.084997836425533,6.75753664422153,9.63854501091776,6.3014087876950295,10.359505789244086
guitars,66,8.088490607997576,6.753862304951154,9.677076241137145,6.248234882953194,10.358724708142303
guitars,67,8.090094904781587,6.7244890469462,9.689681904774213,6.218124937200812,10.38908744232235
guitars,68,8.103192580653058,6.712168292859424,9.755729484249867,6.197745818783686,10.46933743622268
guitars,69,8.104636227673957,6.673066037720508,9.761274487233226,6.140045431002111,10.50559168227074
guitars,70,8.095505908260732,6.6722403592432356,9.835550931678304,6.1482278738084695,10.543137284355362
guitars,71,8.101562662351654,6.666062156280564,9.844079966542473,6.140817391443982,10.597741652524778
guitars,72,8.088027358443792,6.613013179092025,9.84233607710124,6.1154255219601765,10.643654056894897
guitars,73,8.079811988115875,6.618193069325514,9.894653427204506,6.0941948722728085,10.668615648566638
guitars,74,8.083435025116467,6.602902621533295,9.89793284631434,6.079139384407276,10.689285909068744
guitars,75,8.082972886371376,6.595258370971889,9.932712015519222,6.069823615812965,10.773406150341991
guitars,76,8.074937308055855,6.5747941930912335,9.958452039293338,6.06227767484466,10.8308185566575
guitars,77,8.07916009216109,6.56313123939613,9.96265977610564,5.998378603864993,10.860836697806052
guitars,78,8.070689926936586,6.558169285921851,10.041368177310423,5.996717005699789,10.942394834130555
guitars,79,8.069461598016558,6.506104748349206,10.083907238490234,5.929094236024502,10.931045768658263
guitars,80,8.077045514356058,6.486996899929612,10.110500093778297,5.8502836095364215,10.986829862566546
guitars,81,8.074574208273628,6.487271495952178,10.114764550673012,5.804798740820999,11.043859528874018
guitars,82,8.066317726293946,6.439912832291099,10.177647491187782,5.8224233743289915,11.094348005271314
guitars,83,8.070613843630927,6.4064578314961445,10.177337449498943,5.75777456315044,11.137634239920907
guitars,84,8.081567674998123,6.390985744446162,10.23834995696718,5.725998588445759,11.141172217479
guitars,85,8.085963738529289,6.355412752680994,10.266338696525045,5.714815554455874,11.233365825608969
guitars,86,8.075723767337815,6.372091894774425,10.24822143949553,5.756678896127396,11.300162903960326
guitars,87,8.084185038190224,6.311277331213695,10.31400025778536,5.727481265104425,11.279596934154915
guitars,88,8.07842195091079,6.318434207792153,10.307495253906566,5.722874509480028,11.407906400181169
guitars,89,8.084861064326589,6.298599847675722,10.361965803305054,5.678685681951108,11.445319834632038
guitars,90,8.065583613293327,6.292305319031925,10.421731339764372,5.668159046454081,11.494035561490593
guitars,91,8.077320615202474,6.274420541354756,10.4644990865582,5.614005581273255,11.569628940977534
guitars,92,8.091962227705167,6.2387009995335285,10.450589647067357,5.562991468199051,11.573821502906068
guitars,93,8.07538363579329,6.2401315935037855,10.48115633224846,5.575772957894483,11.638998944955736
guitars,94,8.061202110289113,6.196390096189278,10.50722496630232,5.489548918093129,11.663525398733029
guitars,95,8.053584118025315,6.1748357859582645,10.535494255224563,5.436453498783074,11.772272585061703
